"typeS","session_id","session_type_id","person_id","affil_id","year_id","affiliation","name","year"
"Symposium/Forum",811,2,4129,4129,266,"Global Skills Exchange Corporation","Megan Poore",2015
"Symposium/Forum",811,2,4130,2719,266,"U.S. Securities and Exchange Commission","Timothy Buckley",2015
"Symposium/Forum",811,2,4131,718,266,"ICF International","Ray Morath",2015
"Symposium/Forum",811,2,4132,4132,266,"National Institute of Corrections","Amanda Hall",2015
"Symposium/Forum",811,2,1454,718,266,"ICF International","Candace Blair Cronin",2015
"Symposium/Forum",811,2,4134,718,266,"ICF International","Donald Zimmerman",2015
"Symposium/Forum",811,2,4135,718,266,"ICF International","Carey Burke",2015
"Symposium/Forum",811,2,4136,2,266,"U.S. Air Force","Darcy Lilley",2015
"Symposium/Forum",811,2,4137,4129,266,"Global Skills Exchange Corporation","Claire Vincent",2015
"Symposium/Forum",811,2,3581,3581,266,"Global Skills X-Change","Joselito Lualhati",2015
"Symposium/Forum",812,2,1741,199,266,"IBM","Heather Bolen",2015
"Symposium/Forum",812,2,4140,4140,266,"Dattner Consulting, LLC","Ben Dattner",2015
"Symposium/Forum",812,2,2353,142,266,"Google","David Peterson",2015
"Symposium/Forum",812,2,2396,1075,266,"Hogan Assessment Systems","Karen Fuhrmeister",2015
"Symposium/Forum",812,2,4143,4143,266,"Alto Impacto","Rodrigo Del Campo ",2015
"Symposium/Forum",812,2,2348,1075,266,"Hogan Assessment Systems","Kimberly Nei",2015
"Symposium/Forum",812,2,133,133,266,"Denison Consulting","Levi Nieminen",2015
"Symposium/Forum",813,2,794,794,266,"University of Michigan","Lilia Cortina",2015
"Symposium/Forum",813,2,4147,4147,266,"University of Illinois at Springfield","Benjamin Walsh",2015
"Symposium/Forum",813,2,165,61,266,"Texas A&M University","Kathi Miner",2015
"Symposium/Forum",813,2,4149,61,266,"Texas A&M University","Robert Wooderson",2015
"Symposium/Forum",813,2,4150,61,266,"Texas A&M University","Craig White",2015
"Symposium/Forum",813,2,4151,3378,266,"University of Hartford","Olga Clark",2015
"Symposium/Forum",813,2,4152,425,266,"University of Manitoba","Loie Gervais",2015
"Symposium/Forum",813,2,4153,425,266,"University of Manitoba","M. Sandy Hershcovis",2015
"Panel Discussion",814,6,4154,4154,266,"Microsoft","Angela Anderson",2015
"Panel Discussion",814,6,1236,1236,266,"Microsoft Corporation","Elizabeth McCune",2015
"Panel Discussion",814,6,3697,142,266,"Google","Kathryn Dekas",2015
"Panel Discussion",814,6,4157,2085,266,"University of Pennsylvania","Megan Kasimatis Singleton",2015
"Panel Discussion",814,6,4158,4158,266,"SAP","Sean MacNiven",2015
"Panel Discussion",814,6,2089,2089,266,"ConAgra Foods","Sarah Sinnett",2015
"Panel Discussion",815,6,4160,15,266,"Missouri State University","Carol Shoptaugh",2015
"Panel Discussion",815,6,1555,45,266,"University at Albany, SUNY","Jessica Wooldridge",2015
"Panel Discussion",815,6,3011,3011,266,"Schmidt Harvey Consulting","Veronica Harvey",2015
"Panel Discussion",815,6,4163,4163,266,"NIOSH","Jeannie Nigam",2015
"Panel Discussion",815,6,1367,1366,266,"Sentis","Autumn Krauss",2015
"Symposium/Forum",816,2,894,161,266,"University of Connecticut","Janet Barnes-Farrell",2015
"Symposium/Forum",816,2,297,297,266,"Nanyang Technological University","Eunae Cho",2015
"Symposium/Forum",816,2,4167,4167,266,"Albany College of Pharmacy and Health Sciences","Tuo-Yu Chen",2015
"Symposium/Forum",816,2,883,166,266,"Colorado State University","Jeanette Cleveland",2015
"Symposium/Forum",816,2,166,166,266,"Colorado State University","Gwenith Fisher",2015
"Symposium/Forum",816,2,818,45,266,"University at Albany, SUNY","Michael Ford",2015
"Symposium/Forum",816,2,1622,16,266,"University of South Florida","Chee Wee Koh",2015
"Symposium/Forum",816,2,243,166,266,"Colorado State University","Steven Manning",2015
"Symposium/Forum",816,2,157,157,266,"Bowling Green State University","Russell Matthews",2015
"Symposium/Forum",816,2,4174,166,266,"Colorado State University","Megan Naude",2015
"Special Events",817,1,1354,61,266,"Texas A&M University","Stephanie Payne",2015
"Special Events",817,1,1355,1355,266,"University of Houston-Downtown","Whitney Botsford Morgan",2015
"Special Events",817,1,4177,4177,266,"Transylvania University","Laura Koppes Bryan",2015
"Panel Discussion",818,6,2991,2991,266,"Findly","Damon Drown",2015
"Panel Discussion",818,6,4032,4032,266,"Pacific Gas & Electric","Kevin Reindl",2015
"Panel Discussion",818,6,4180,10,266,"Development Dimensions International (DDI)","Kevin Tamanini",2015
"Panel Discussion",818,6,4181,2991,266,"Findly","Fedra Galustian",2015
"Panel Discussion",818,6,4182,4182,266,"Union Pacific Railroad","Ann Nakamura",2015
"Panel Discussion",818,6,4183,1979,266,"PSI Services LLC","Alicia Allegrini",2015
"Panel Discussion",819,6,4184,702,266,"American Institutes for Research","Kimberly Adams",2015
"Panel Discussion",819,6,564,564,266,"Society for Human Resource Management","Alexander Alonso",2015
"Panel Discussion",819,6,4186,562,266,"CEB","Robert Driggers",2015
"Panel Discussion",819,6,1038,1038,266,"Federation of State Boards of Physical Therapy","Lorin Mueller",2015
"Panel Discussion",819,6,4188,4154,266,"Microsoft","Liberty Munson",2015
"Symposium/Forum",820,2,2722,1351,266,"Group for Organizational Effectiveness","Scott Tannenbaum",2015
"Symposium/Forum",820,2,675,675,266,"Air Force Research Laboratory","Winston Bennett",2015
"Symposium/Forum",820,2,2999,1351,266,"Group for Organizational Effectiveness","George Alliger",2015
"Symposium/Forum",820,2,4192,675,266,"Air Force Research Laboratory","Leah Rowe",2015
"Symposium/Forum",820,2,1351,1351,266,"Group for Organizational Effectiveness","Jamie Donsbach",2015
"Symposium/Forum",820,2,4194,4194,266,"The Group for Organizational Effectiveness, Inc.","Rebecca Beard",2015
"Symposium/Forum",820,2,4195,4195,266,"DMOT, Air Combat Command","Charles Colegrove",2015
"Symposium/Forum",820,2,4196,176,266,"Aptima, Inc.","Courtney Dean",2015
"Symposium/Forum",820,2,4197,4197,266,"Aptima, Inc","Jeanine  Ayers",2015
"Symposium/Forum",820,2,4198,4198,266,"Imprimis, Inc.","Troy Zeidman",2015
"Symposium/Forum",820,2,4199,1212,266,"US Army Research Institute","Martin Bink",2015
"Symposium/Forum",820,2,417,416,266,"ALPS Solutions","Reanna Harman",2015
"Symposium/Forum",820,2,4201,4201,266,"SWA Consulting, Inc.","Sarah Bienkowski",2015
"Symposium/Forum",820,2,4202,4202,266,"SWA Consulting","Lauren  Brandt",2015
"Symposium/Forum",820,2,4203,4203,266,"LREC Program, AFSOC","Alicia Spurling",2015
"Symposium/Forum",820,2,4204,793,266,"Department of Defense","Melinda Seibert",2015
"Symposium/Forum",820,2,416,416,266,"ALPS Solutions","Eric Surface",2015
"Symposium/Forum",821,2,1261,200,266,"SHAKER","Daly Vaughn",2015
"Symposium/Forum",821,2,1260,200,266,"SHAKER","Scott Goodman",2015
